regime,low_stable,low_rising,high_rising,high_falling
low_stable,0.4667297382529171,0.16997792494481237,0.3140964995269631,0.04919583727530748
low_rising,0.5138888888888888,0.25578703703703703,0.22569444444444445,0.004629629629629629
high_rising,0.3587394650054965,0.035910589959692193,0.38438988640527666,0.22096005862953463
high_falling,0.2023529411764706,0.004705882352941176,0.3803921568627451,0.4125490196078431
