date,gpr_at_spike,cum_return_40d,max_drawdown_40d
2019-11-13,160.1495819091797,0.07446533840766288,-0.039267864822066526
2020-01-15,153.5319366455078,-0.3082082833477452,-0.3082082833477452
2020-03-24,191.0130157470703,0.2798935679194756,0.06183530703847869
2020-06-17,151.3807830810547,0.1249108589345254,-0.022518589676074702
2020-08-21,166.30258178710938,0.0955668912507252,-0.033772831595227204
2020-11-03,162.6325225830078,0.20841031463052792,0.0186995505966672
2021-01-12,169.87527465820312,-0.03098081121984196,-0.0723084296327137
2021-04-14,186.30352783203125,-0.02939451262995399,-0.13176301824991052
2021-06-22,170.60433959960938,0.0263921320708756,-0.008402199449662393
2021-08-23,189.9279937744141,0.02495248057079677,-0.024353763234507123
2021-11-18,158.1717071533203,0.017892282351453875,-0.026191945997598422
2022-01-19,153.562744140625,-0.10967622544024108,-0.20134642838622466
2022-04-22,246.79725646972656,-0.17077970083462246,-0.17531965938772828
2022-06-28,200.76168823242188,0.0540955671791446,-0.0986968149765633
2022-09-01,187.7121734619141,-0.1344350507927931,-0.21366064829487313
2022-11-02,150.81610107421875,0.053559978999526484,-0.0468182868785523
2023-01-20,152.3668212890625,0.1289608461801327,0.0306102054280595
2023-04-06,173.69268798828125,0.126293593916524,-0.05999189956919172
2023-06-15,158.32125854492188,-0.062107256071882826,-0.0643404994322412
2023-08-30,163.29559326171875,-0.1241400288615512,-0.1241400288615512
2023-11-09,201.4799652099609,0.156869891724632,-0.0058714405783046
2024-01-09,241.2696990966797,0.20723024212415253,-0.0033631777121023
2024-03-14,187.1507110595703,-0.02267899636105178,-0.12266689880909071
2024-05-17,181.6569366455078,0.14561268530191956,-0.0069036446822553
2024-08-02,191.2178192138672,0.07101256590381355,-0.0933967927169372
2024-10-02,178.71270751953125,-0.01956955349300568,-0.0388240714438726
2024-12-06,150.84552001953125,0.01287440571264694,-0.03505150547817049
2025-02-06,162.32183837890625,-0.268215203552859,-0.26821520355285894
2025-04-09,189.45361328125,0.34103348508714715,0.05167898992910748
2025-06-10,188.4736785888672,0.0774488519388512,-0.004765383047284702
2025-08-13,159.25807189941406,0.1609904433765713,-0.043262580119810184
2025-10-20,161.07623291015625,0.030860112523358685,-0.06489840321382478
2025-12-30,218.8921356201172,0.1327415138241447,-0.0133425258100504
